('37271406470601066', '0758', '262', '240', False)
('2817217040322124', '8755', '110', '265', False)
('0405312111602801', '1637', '663', '342', False)
('88685541629772385', '1064', '628', '295', True)
('2123447920017', '0440', '964', '820', False)
('6280179070608492', '4317', '250', '949', False)
('404054328140131', '0241', '136', '416', False)
('2086110194153', '0380', '302', '284', True)
('0844954429691726', '0176', '665', '274', False)
('755570230725972642', '7751', '519', '027', False)
('594664514966683', '1184', '632', '580', True)
('09525097760760', '0749', '369', '492', True)
('30456897857643', '0438', '000', '534', False)
('05694493541002728', '0695', '213', '735', True)
('19314707857774088', '0832', '016', '441', True)
('37483215418653', '0385', '306', '664', False)
('29326983630196486', '0176', '456', '429', False)
('4629499669766812343', '0685', '995', '350', True)
('3775873148636564218', '1152', '678', '200', True)
('9192431744834', '0879', '180', '659', True)
('9674638830959337', '0143', '358', '912', False)
('33523065195838', '0275', '190', '334', True)
('3111141220969380647', '4879', '103', '016', False)
('4363234727275283463', '0360', '122', '373', False)
('250591262881076', '0167', '151', '078', True)
('32659680631429996', '0379', '328', '233', False)
('4928307267730', '0252', '305', '098', True)
('125880045136113', '0898', '186', '144', False)
('51361775652781', '6731', '725', '323', False)
('17872463148459281', '0536', '433', '548', False)
('2546302655196', '1193', '993', '835', True)
('2352300353202417708', '1418', '407', '715', False)
('76000165041954', '1173', '552', '271', False)
('89847976429538', '0859', '866', '824', True)
('626216576601837413', '5010', '373', '752', False)
('272956050430445', '1093', '945', '274', False)
('4752873416129', '0551', '672', '370', True)
('2937563502337985795', '0157', '996', '129', True)
('5635331344062550', '0684', '547', '804', True)
('475118904965353', '1076', '848', '977', True)
('57201733334746800', '0578', '670', '515', True)
('336716818962860316', '4622', '620', '948', False)
('359084671168962', '0644', '241', '189', False)
('399213559893313258', '0935', '608', '481', True)
('295150293399629', '2646', '430', '558', False)
('5223919893316', '1066', '763', '790', True)
('98500020593986', '0260', '779', '544', True)
('4617720366096683', '7519', '710', '722', False)
('343039272746862', '1198', '913', '346', True)
('67494635765699324', '0780', '678', '439', False)
('3851400381133781412', '0989', '960', '596', True)
('3532103308838', '1071', '948', '296', False)
('660073830540660', '0366', '446', '860', True)
('89233912068156213', '4235', '817', '180', False)
('474180106950117345', '1031', '825', '459', False)
('7091535202751970', '9732', '854', '853', False)
('6524173441547', '0662', '127', '661', False)
('2985185658846', '1083', '823', '255', False)
('91572449085234439', '0943', '854', '911', True)
('0553328624372542233', '1166', '824', '405', True)
('713740999889156', '0243', '264', '663', True)
('731635175270835633', '0752', '644', '336', True)
('337016161089610', '0697', '246', '867', True)
('4338326226832776', '0631', '821', '549', True)
('553331419956826', '0178', '491', '096', True)
('322224912219117219', '7080', '349', '107', False)
('17065931596436826', '1279', '593', '198', True)
('958021758598701263', '1233', '184', '429', False)
('69022177303189', '0899', '490', '171', False)
('1205717172926945318', '1253', '016', '273', False)
('01186297129143661', '0736', '585', '881', True)
('110423575534273153', '0761', '466', '994', False)
('3440270352162', '0342', '355', '489', False)
('396469852706752', '0276', '826', '759', True)
('33578371900707663', '0988', '391', '051', False)
('0686434540682174421', '1141', '879', '471', False)
('2293983916862252530', '0260', '605', '217', True)
('9372885835386827', '0237', '537', '003', True)
('01968234329172', '1051', '198', '966', False)
('1035598789795', '1271', '966', '094', True)
('13245611086935279', '0148', '310', '419', True)
('6875388871586481069', '1249', '882', '918', False)
('335171134658470', '0192', '184', '142', False)
('01697604683005842', '0525', '836', '882', True)
('04935006869222488', '1199', '315', '911', False)
('24713680071248', '0528', '454', '203', False)
('5492590792975223', '0958', '965', '359', True)
('06421549232426324', '0773', '312', '314', True)
('49447436305034906', '3821', '311', '212', False)
('2704401965109270', '1269', '869', '551', False)
('7540483041545', '0133', '878', '027', False)
('35433404937995279', '1151', '091', '763', True)
('5573846661640840730', '0938', '838', '686', True)
('8914354039589808', '1234', '766', '233', False)
('9715472556492', '0427', '586', '711', False)
('89573187389523', '0191', '316', '922', True)
('300662386043691829', '0495', '486', '193', True)
('95338301733648', '0653', '687', '088', False)
('57258589007570', '0398', '076', '806', True)
('77976489628783469', '0189', '884', '728', True)
('937756110267023', '1101', '889', '636', False)
('4066955740837291940', '0227', '595', '051', True)
('05489287798359', '0972', '637', '263', True)
('8915959983980032', '1186', '378', '907', True)
('9100645173846769', '1295', '255', '417', True)
('244553487972964682', '1250', '276', '507', True)
('1581233180403', '9274', '787', '708', False)
('1585302632514414902', '1171', '555', '541', False)
('53432442185535', '0563', '544', '591', True)
('552742015000879', '0289', '796', '552', True)
('676627693891403976', '1074', '951', '815', True)
('096244055079434617', '7821', '435', '985', False)
('3368125290378929490', '0684', '393', '766', False)
('603418694326596316', '0388', '176', '014', True)
('4438677522029', '0734', '667', '530', True)
('22349364183702', '0858', '581', '125', True)
('3159746828121139376', '4299', '884', '694', False)
('0138959025249709', '8579', '772', '744', False)
('1602505420804', '0641', '655', '649', False)
('02955489970833', '1150', '347', '996', True)
('9787820489279', '2698', '276', '537', False)
('1927772010210242671', '0690', '651', '759', False)
('04235152945536124', '5517', '230', '659', False)
('01924365051394920', '1094', '050', '793', True)
('528843229114463009', '1126', '438', '712', True)
('53667060296847', '0932', '738', '074', False)
('025805916762690528', '0438', '277', '974', True)
('5323035706553901', '0272', '965', '056', True)
('1469792545793592683', '0927', '263', '176', False)
('3405147942451882869', '1226', '810', '526', True)
('814846288325006', '0196', '739', '921', False)
('406508972268626054', '0948', '074', '909', False)
('5178137011564', '0359', '422', '599', True)
('929472207174175075', '0867', '669', '613', True)
('8202964781060', '0478', '468', '848', True)
('6621578855337', '8553', '888', '847', False)
('254340628732516', '0348', '703', '180', True)
('9895489729132793066', '0781', '679', '742', False)
('8382574582368844269', '1097', '224', '141', True)
('13000481523947', '5454', '731', '874', False)
('8274660124724', '0267', '118', '021', False)
('5100257928278', '0990', '432', '977', True)
('99750745355417969', '0940', '761', '330', True)
('103158285002201', '0738', '786', '766', False)
('86270781267513783', '1067', '760', '083', False)
('4711007292962', '0875', '624', '937', False)
('89706649924310018', '0728', '370', '819', False)
('6856312775793', '8710', '191', '935', False)
('15354141006076', '0829', '860', '275', True)
('84715089274626913', '0751', '154', '445', True)
('2819147973848068', '0176', '982', '137', True)
('50546509015401', '5928', '097', '164', False)
('40812542271521432', '0448', '797', '912', True)
('08111728718154303', '0375', '007', '037', False)
('8266949907718211955', '6234', '245', '475', False)
('71580103188517', '0655', '833', '657', True)
('6494643491375', '2251', '122', '699', False)
('8339878477442291', '6483', '816', '525', False)
('019797202346274888', '0873', '350', '682', True)
('078935911904591', '0692', '332', '979', True)
('85196198360236', '1086', '480', '320', True)
('9345184367279319', '7786', '495', '145', False)
('9803483510376837631', '1077', '068', '196', True)
('51541306233991', '0776', '092', '890', True)
('290641334830841', '0476', '637', '732', False)
('0818736960078799', '0162', '945', '536', True)
('3149293386485376', '0187', '057', '096', False)
('67887912009521819', '0990', '214', '194', True)
('93708619483395', '0933', '624', '445', True)
('3982109888452618659', '0942', '955', '050', False)
('3442382795161522', '0197', '543', '037', True)
('3185350996415', '0897', '270', '068', True)
('675962272190220', '0335', '356', '065', False)
('522966376165629667', '0697', '200', '356', False)
('907371172118225', '0699', '419', '919', True)
('7856205065472664808', '0383', '925', '146', True)
('09931288974732733', '0948', '514', '533', False)
('8346373295442', '9716', '337', '579', False)
('9116542048592', '0485', '708', '466', False)
('6239206767377166245', '1066', '118', '012', False)
('2482122137225', '0491', '111', '894', True)
('9141313697377983018', '0332', '824', '246', False)
('73430638512978184', '0978', '855', '020', True)
('9698585833683509', '0275', '466', '145', True)
('58018137518851', '0188', '092', '237', True)
('0022024305223', '1092', '776', '840', True)
('287446891060534', '0769', '443', '341', True)
('296464685034812', '1271', '573', '196', True)
('488241590736444', '0961', '245', '067', True)
('679460245860313', '8091', '768', '152', False)
('6778382536824', '0678', '879', '285', True)
('54460871508322', '0795', '259', '551', False)
('0116643947627418', '1195', '161', '120', True)
('51170245748194071', '0949', '869', '806', True)
('9369050709848370214', '1260', '319', '114', False)
('74370610967606479', '0858', '388', '518', False)
('00161848236091374', '0978', '750', '095', True)
('5100659580430214', '0394', '675', '271', False)
('40433919138721026', '1154', '662', '046', True)
('8386059901804213555', '7963', '933', '891', False)
('5119322117295', '0951', '657', '354', False)
('8337283851012516581', '0263', '052', '409', True)
('73696896337903501', '0497', '552', '106', True)
('95458351330317', '1248', '109', '009', False)
('957392240027015', '0577', '789', '837', True)
('5058960834290665', '1251', '437', '708', False)
('8190327506805701714', '6938', '563', '599', False)
('115613543562875827', '0434', '332', '567', True)
('608122805436983261', '0282', '854', '133', False)
('942114729159053', '9871', '112', '922', False)
('264413426699248571', '0651', '036', '318', True)
('43345823354275421', '0432', '763', '346', True)
('1741453463677958', '0535', '788', '167', True)
('5098056473134', '8387', '487', '571', False)
('3627296506414748', '8102', '024', '760', False)
('3531392046844970608', '0233', '687', '574', False)
('516299225301691', '6219', '784', '617', False)
('57383318000017', '0537', '413', '968', True)
('96819956230350623', '0646', '621', '287', True)
('6830833808931809', '0682', '510', '749', False)
('1538113846572949', '0891', '853', '474', True)
('0702356880222598', '0379', '114', '236', False)
('87194464837530', '1192', '453', '230', True)
('85298731868468531', '2386', '118', '812', False)
('8182455793094066238', '0463', '126', '160', False)
('901406631632688256', '0984', '373', '633', True)
('56074993255403', '1193', '633', '837', True)
('5710133059801', '0754', '390', '642', False)
('186014921168053', '1237', '581', '517', False)
('79158813821628', '0450', '957', '327', True)
('3614097668918194', '0930', '364', '727', False)
('12084484634160335', '1191', '912', '659', False)
('453412542913230', '0498', '176', '594', False)
('613085104573256441', '0947', '867', '099', False)
('3253627804434692', '0388', '551', '731', True)
('2908504639958', '1060', '799', '177', False)
('81819208827588773', '6915', '849', '827', False)
