('811290390608389882', True)
('211132844479515905', True)
('6741698415192906723', False)
('2693881688188', False)
('2406880135904481', False)
('1880074969318', False)
('6964856109047445', False)
('3355799472811', True)
('939675235802035', True)
('690760436848337', False)
('54771018957630', False)
('1010036657102', True)
('16075869653034', True)
('30616927614476', True)
('838563874856789', True)
('8185538369199038', True)
('346664108080504', True)
('2824549461565', True)
('0418923197952', False)
('152346109585169502', False)
('156959793964189', False)
('12675315432375385', True)
('1694416758574708', True)
('869702373576145668', False)
('3870054628600', False)
('1197951599672', False)
('38682347933208217', False)
('16580425627117', False)
('25795184856416365', True)
('668936007230938068', False)
('8125333335823', False)
('3932128815072472114', False)
('0916368471902894', True)
('9046971446859', False)
('9700146715319708', False)
('9314409174071', True)
('79024902127410', True)
('6548426671839651938', False)
('6100847262856', True)
('1296793570599768021', True)
('1229127017208964664', True)
('13641653041067', False)
('308387318476746710', False)
('561957702496912', False)
('402928974466480', False)
('440170284780441', False)
('8756833126773', False)
('1021026268427448', False)
('36805971541396', True)
('91556769209311312', True)
('9743418129669', False)
('0057560337691849', True)
('960704260915756369', False)
('7099242594393', False)
('8631606891496593777', True)
('2938225513088149893', True)
('2111502781134', True)
('615867341680055', True)
('0489560962126275', False)
('8778408304023', True)
('474964288146981818', True)
('322877605363078', True)
('50101192405442', False)
('29215509980596', True)
('84297663294172', False)
('8965596273178700', True)
('530249835100959150', False)
('24552624936219', True)
('68467917050068798', False)
('645563851642379', False)
('187740034288261844', True)
('66161205007091557', True)
('2739319002970828', True)
('8508420988540599786', False)
('87623045092896777', False)
('7304502866808', False)
('4032763134712766', True)
('4001013195692', False)
('0783598027730', False)
('65720133234864909', False)
('2678373788476', False)
('99680849168464963', True)
('7963282870243627', True)
('5862603073008514941', True)
('5924450047676721881', True)
('89582221115034309', False)
('3092322750632052', True)
('4041792625990895', True)
('1103604549353', True)
('3792151797214878', True)
('6707073667951568510', False)
('882012132400183', False)
('42958725239373109', False)
('735357579897860', False)
('4291693357509521266', False)
('3834044709217016', True)
('1617817220650', True)
('0466448763063', True)
('53879166908023', True)
('76846733045657', True)
('33305656153782984', True)
('06770804928705', False)
('0273130428702', False)
('781997317349548', False)
('295755000665702', False)
('01590919095546', False)
('63796536709690787', True)
('186536668246662', False)
('5002903458486344897', True)
('1692875158794099029', True)
('3643857800825918247', False)
('9106716232408053353', True)
('6813238919641', False)
('426628348447578339', False)
('8501565018594', True)
('402597572479981347', False)
('825007837338910', False)
('3380130728817692', False)
('0576278896245', True)
('10694142276763', False)
('196050541667953051', True)
('038078043443845232', True)
('40165383457291', False)
('42568974943130684', True)
('851526504738596', False)
('162269589602462448', False)
('89814151560511', False)
('9915951640799315207', False)
('234427746469070732', True)
('2180186418529', False)
('4880655161859309', True)
('6909717308110178', True)
('94362628090557169', False)
('1636139408584999', False)
('74298042638990', True)
('16597215671287', False)
('58366095832727', True)
('75322071206183471', False)
('2074529252316', False)
('7577130779978', True)
('487268605909642870', True)
('107881579905964', False)
('6834705505331035693', True)
('37431820862788041', False)
('55791787832896', True)
('521830605964567017', False)
('177038201565502305', False)
('82989342038895', True)
('12642886300342248', False)
('7575210481107790', True)
('4211808773728327730', True)
('0907988074893462', False)
('1674105638077693', True)
('0683855020043173936', True)
('823702525432023', True)
('617207544779453', True)
('2643328919097729', True)
('9550185272005202', True)
('43274308289305', False)
('3250320496297171887', True)
('04453565805355894', True)
('85917546028740', True)
('0539228255145283', True)
('8348752941420272624', False)
('3792697635189355787', False)
('4169656217253', False)
('32162639413053', True)
('7468562547696182859', False)
('2620806277101699158', True)
('87967476084050780', False)
('5609702446843', False)
('2994878631746495', True)
('085874628309193', True)
('629645006374204', True)
('6815522503260759', False)
('1111575989615', True)
('3330487376987112814', True)
('14884824946506016', True)
('649823217931445646', True)
('617324484077818009', True)
('7412098599533', True)
('8236437088281160', True)
('843681722511399', True)
('1927045192989430744', True)
('2058722239544', False)
('7035629544064', False)
('531931050675006335', False)
('268857470648228072', False)
('90683666876540751', True)
('89064078144367', True)
('578922860152318074', False)
('975412478028077', True)
('899230861764246', True)
('2107720743160930769', True)
('704620934992466', True)
('01875424490070', False)
('8824447800744', True)
('204778006143601', False)
('619226334892159', False)
('00966405294650798', False)
('99965194638265427', False)
('5341965269016938', True)
('375562402903757', True)
('60779416428254', True)
('35146524191008184', True)
('2638480503142495982', False)
('6725219360862', False)
('5427699044548809654', False)
('6196598376622', True)
('4602279816922219', False)
('969170146317953', False)
('975947811137498241', True)
('6750620220701', True)
('7877130911814552647', True)
('20472726577528', False)
('405156188641870387', True)
('45471031388618277', False)
('766419007512081502', True)
('615960351005485073', True)
('1094008643027', False)
('5502195535174', False)
('7426536127139307853', False)
('55279116853270', True)
('734437297526714513', True)
('473346941239587824', True)
('3952755378054424', True)
('737930559962834518', True)
('88712900834826', True)
('9618013525757314', False)
('549503589718759', True)
('7707044687466408', True)
('25396105738016498', False)
('2171856978124', True)
('252509120496935', False)
('011293909071016', False)
('6118205023157', False)
('7341382037936006148', True)
('602697675605068469', False)
('786932205138306461', False)
('7412807158467427845', False)
('011729177157972', False)
('8880495817329', False)
('78248638588449889', False)
('115774727544468133', True)
('83112505593387', True)
('4096943418978029172', False)
('9433618248813', True)
('80480742317636', True)
('636265122684278', True)
('6886278774321503865', False)
('812716934777268', True)
('651638782628936', True)
('86368065765076136', True)
('38097829225566', False)
('244975970523246', False)
('196220909165522', True)
('2527591106532', False)
('40683220707936997', False)
('5248186752931990842', False)
('43819203008833874', True)
('924860046390811', True)
('19010884100577', False)
('1402867320580164', False)
('71671177773725127', False)
('517789108155670087', True)
('07334176181447004', True)
('309943172264785629', False)
('940868637425407761', True)
('3019823745836106353', True)
('06059498586246384', True)
('88234843051731', True)
('251002802612223475', True)
('2386719114673556', False)
('9913491874961840104', True)
('169429198154898', True)
('793852990085396', True)
('53386063535024', False)
('55634215797397843', False)
('96972560068194', False)
('6469976203266', False)
('07773084353056', True)
('320032777365117727', False)
('9170635290383882', False)
('27796826733406', True)
('7278796481247182327', False)
('411120514617719467', True)
('1313214008030139', True)
('33862822001974', False)
('0390623006785', True)
('4827965617928004', True)
('7877663434736930', True)
('5191563499415041837', False)
('8439665271161', False)
('999092653714618', False)
('59732679212181', False)
('965476873324847', False)
('0354642091359862099', False)
('5204088814010933259', True)
('477720101053757196', True)
('676837116284746062', True)
('0047560344185556', False)
('25999094811278285', True)
('140789461107566', True)
('9440434637385038488', False)
('023447882928113822', True)
('945760393251043', True)
('822885379218464', False)
('911747221622630463', False)
('3085266668547', False)
('401381760993780723', False)
('121802326610220', True)
('1095731165119078', True)
('6498400653088896', False)
('494118772174531', False)
('6940112970245257', True)
('1586558002583292604', False)
('262709711118843749', False)
('52359579159036', True)
('3129568562270', True)
('619506239713269611', True)
('7000475891381', False)
('6966714172084472', False)
('8513069155253999423', True)
('079277518019926', False)
('954624050870891529', True)
('3052025053804', False)
('533054592524375', False)
('320273526909193', True)
('0063868648617', False)
('711142931950717915', True)
('4710480693001', True)
('6156754952914852', True)
('542999440826382', False)
('47667827425753', True)
('1975628861058', False)
